@relation autos-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute normalized-losses numeric
@attribute make {alfa-romero,audi,bmw,chevrolet,dodge,honda,isuzu,jaguar,mazda,mercedes-benz,mercury,mitsubishi,nissan,peugot,plymouth,porsche,renault,saab,subaru,toyota,volkswagen,volvo}
@attribute fuel-type {diesel,gas}
@attribute aspiration {std,turbo}
@attribute num-of-doors {four,two}
@attribute body-style {hardtop,wagon,sedan,hatchback,convertible}
@attribute drive-wheels {4wd,fwd,rwd}
@attribute engine-location {front,rear}
@attribute wheel-base numeric
@attribute length numeric
@attribute width numeric
@attribute height numeric
@attribute curb-weight numeric
@attribute engine-type {dohc,dohcv,l,ohc,ohcf,ohcv,rotor}
@attribute num-of-cylinders {eight,five,four,six,three,twelve,two}
@attribute engine-size numeric
@attribute fuel-system {1bbl,2bbl,4bbl,idi,mfi,mpfi,spdi,spfi}
@attribute bore numeric
@attribute stroke numeric
@attribute compression-ratio numeric
@attribute horsepower numeric
@attribute peak-rpm numeric
@attribute city-mpg numeric
@attribute highway-mpg numeric
@attribute price numeric
@attribute symboling {-3,-2,-1,0,1,2,3}

@data
0.465969,plymouth,gas,std,four,hatchback,fwd,front,0.206997,0.241791,0.291667,0.233333,0.185803,ohc,four,0.109434,2bbl,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.027581,1
0.465969,plymouth,gas,std,four,sedan,fwd,front,0.206997,0.391045,0.291667,0.25,0.194337,ohc,four,0.109434,2bbl,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.039075,1
0.465969,plymouth,gas,std,four,sedan,fwd,front,0.206997,0.391045,0.291667,0.25,0.272692,ohc,four,0.139623,2bbl,0.307143,0.552381,0.15,0.083333,0.55102,0.5,0.578947,0.061839,1
0.04712,plymouth,gas,std,four,wagon,fwd,front,0.48688,0.5,0.358333,1,0.406129,ohc,four,0.230189,2bbl,0.578571,0.661905,0.09375,0.166667,0.346939,0.305556,0.368421,0.094409,-1
?,plymouth,gas,turbo,two,hatchback,rwd,front,0.271137,0.479104,0.5,0.2,0.515904,ohc,four,0.358491,spdi,0.75,0.852381,0,0.404167,0.346939,0.166667,0.210526,0.189812,3
0.633508,porsche,gas,std,two,hatchback,rwd,front,0.230321,0.414925,0.666667,0.2,0.500388,ohc,four,0.339623,mpfi,1,0.495238,0.15625,0.395833,0.55102,0.166667,0.289474,0.419542,3
?,porsche,gas,std,two,hardtop,rwd,rear,0.084548,0.414925,0.391667,0.316667,0.491854,ohcf,six,0.501887,mpfi,0.857143,0.395238,0.15625,0.6625,0.714286,0.111111,0.236842,0.680453,3
?,porsche,gas,std,two,hardtop,rwd,rear,0.084548,0.414925,0.391667,0.316667,0.491854,ohcf,six,0.501887,mpfi,0.857143,0.395238,0.15625,0.6625,0.714286,0.111111,0.236842,0.71769,3
?,porsche,gas,std,two,convertible,rwd,rear,0.084548,0.414925,0.391667,0.316667,0.508922,ohcf,six,0.501887,mpfi,0.857143,0.395238,0.15625,0.6625,0.714286,0.111111,0.236842,0.792165,3
?,porsche,gas,std,two,hatchback,rwd,front,0.344023,0.516418,1,0.225,0.728472,dohcv,eight,0.535849,mpfi,1,0.495238,0.1875,1,0.653061,0.111111,0.315789,?,1
?,renault,gas,std,four,wagon,fwd,front,0.276968,0.602985,0.516667,0.616667,0.423196,ohc,four,0.267925,mpfi,0.657143,0.871429,0.10625,?,?,0.277778,0.394737,0.103694,0
?,renault,gas,std,two,hatchback,fwd,front,0.276968,0.532836,0.525,0.225,0.377036,ohc,four,0.267925,mpfi,0.657143,0.871429,0.10625,?,?,0.277778,0.394737,0.118589,2
0.445026,saab,gas,std,two,hatchback,fwd,front,0.364431,0.679104,0.516667,0.691667,0.45384,ohc,four,0.226415,mpfi,0.714286,0.47619,0.144375,0.258333,0.44898,0.222222,0.315789,0.167122,3
0.204188,saab,gas,std,four,sedan,fwd,front,0.364431,0.679104,0.516667,0.691667,0.468192,ohc,four,0.226415,mpfi,0.714286,0.47619,0.14375,0.258333,0.44898,0.222222,0.315789,0.175066,2
0.445026,saab,gas,std,two,hatchback,fwd,front,0.364431,0.679104,0.516667,0.691667,0.472847,ohc,four,0.226415,mpfi,0,0,0.14375,0.258333,0.44898,0.222222,0.315789,0.246313,3
0.204188,saab,gas,std,four,sedan,fwd,front,0.364431,0.679104,0.516667,0.691667,0.49263,ohc,four,0.226415,mpfi,0.714286,0.47619,0.14375,0.258333,0.44898,0.222222,0.315789,0.257981,2
0.445026,saab,gas,turbo,two,hatchback,fwd,front,0.364431,0.679104,0.516667,0.691667,0.512025,dohc,four,0.226415,mpfi,0.714286,0.47619,0.125,0.466667,0.55102,0.166667,0.263158,0.323519,3
0.204188,saab,gas,turbo,four,sedan,fwd,front,0.364431,0.679104,0.516667,0.691667,0.527153,dohc,four,0.226415,mpfi,0.714286,0.47619,0.125,0.466667,0.55102,0.166667,0.263158,0.335187,2
0.094241,subaru,gas,std,two,hatchback,fwd,front,0.206997,0.235821,0.258333,0.491667,0.217998,ohcf,four,0.135849,2bbl,0.771429,0.138095,0.125,0.0875,0.306122,0.5,0.526316,0,2
0.094241,subaru,gas,std,two,hatchback,fwd,front,0.206997,0.250746,0.275,0.491667,0.245151,ohcf,four,0.177358,2bbl,0.771429,0.271429,0.10625,0.104167,0.102041,0.361111,0.394737,0.048036,2
0.094241,subaru,gas,std,two,hatchback,4wd,front,0.195335,0.241791,0.291667,0.658333,0.291699,ohcf,four,0.177358,2bbl,0.771429,0.271429,0.10625,0.104167,0.102041,0.361111,0.394737,0.06169,2
0.193717,subaru,gas,std,four,sedan,fwd,front,0.309038,0.461194,0.425,0.391667,0.254849,ohcf,four,0.177358,2bbl,0.771429,0.271429,0.15625,0.141667,0.265306,0.527778,0.552632,0.049849,0
0.193717,subaru,gas,std,four,sedan,fwd,front,0.309038,0.461194,0.425,0.391667,0.272304,ohcf,four,0.177358,2bbl,0.771429,0.271429,0.15625,0.141667,0.102041,0.416667,0.447368,0.06596,0
0.193717,subaru,gas,std,four,sedan,fwd,front,0.309038,0.461194,0.425,0.391667,0.330489,ohcf,four,0.177358,mpfi,0.771429,0.271429,0.125,0.191667,0.428571,0.361111,0.421053,0.120203,0
0.193717,subaru,gas,std,four,sedan,4wd,front,0.303207,0.461194,0.425,0.541667,0.347944,ohcf,four,0.177358,2bbl,0.771429,0.271429,0.125,0.141667,0.265306,0.305556,0.236842,0.102155,0
0.193717,subaru,gas,turbo,four,sedan,4wd,front,0.303207,0.461194,0.425,0.541667,0.396431,ohcf,four,0.177358,mpfi,0.771429,0.271429,0.04375,0.2625,0.265306,0.305556,0.342105,0.15245,0
0.125654,subaru,gas,std,four,wagon,fwd,front,0.303207,0.483582,0.425,0.433333,0.311094,ohcf,four,0.177358,2bbl,0.771429,0.271429,0.125,0.141667,0.265306,0.416667,0.421053,0.058215,0
0.125654,subaru,gas,std,four,wagon,fwd,front,0.303207,0.483582,0.425,0.433333,0.375097,ohcf,four,0.177358,mpfi,0.771429,0.271429,0.125,0.191667,0.428571,0.333333,0.394737,0.126111,0
0.104712,subaru,gas,std,four,wagon,4wd,front,0.300292,0.485075,0.425,0.591667,0.361521,ohcf,four,0.177358,2bbl,0.771429,0.271429,0.125,0.141667,0.265306,0.277778,0.342105,0.071868,0
0.104712,subaru,gas,turbo,four,wagon,4wd,front,0.300292,0.485075,0.425,0.591667,0.450737,ohcf,four,0.177358,mpfi,0.771429,0.271429,0.04375,0.2625,0.265306,0.277778,0.184211,0.163249,0
0.115183,toyota,gas,std,two,hatchback,fwd,front,0.265306,0.262687,0.275,0.558333,0.192785,ohc,four,0.116981,2bbl,0.364286,0.457143,0.125,0.058333,0.265306,0.611111,0.605263,0.00571,1
0.115183,toyota,gas,std,two,hatchback,fwd,front,0.265306,0.262687,0.275,0.558333,0.214119,ohc,four,0.116981,2bbl,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.578947,0.030286,1
0.04712,toyota,gas,std,four,hatchback,fwd,front,0.265306,0.262687,0.275,0.558333,0.204422,ohc,four,0.116981,2bbl,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.578947,0.03401,1
0.062827,toyota,gas,std,four,wagon,fwd,front,0.265306,0.426866,0.275,0.941667,0.307215,ohc,four,0.116981,2bbl,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.552632,0.044685,0
0.08377,toyota,gas,std,four,wagon,4wd,front,0.265306,0.426866,0.275,0.941667,0.311094,ohc,four,0.116981,2bbl,0.364286,0.457143,0.125,0.058333,0.265306,0.388889,0.421053,0.069013,0
0.136126,toyota,gas,std,four,wagon,4wd,front,0.265306,0.426866,0.275,0.941667,0.62917,ohc,four,0.116981,2bbl,0.364286,0.457143,0.125,0.058333,0.265306,0.388889,0.421053,0.090859,0
0.136126,toyota,gas,std,four,sedan,fwd,front,0.265306,0.376119,0.341667,0.433333,0.230023,ohc,four,0.139623,2bbl,0.464286,0.457143,0.125,0.091667,0.265306,0.472222,0.552632,0.045181,0
0.136126,toyota,gas,std,four,hatchback,fwd,front,0.265306,0.376119,0.341667,0.416667,0.240884,ohc,four,0.139623,2bbl,0.464286,0.457143,0.125,0.091667,0.265306,0.472222,0.552632,0.051636,0
0.136126,toyota,diesel,std,four,sedan,fwd,front,0.265306,0.376119,0.341667,0.433333,0.305275,ohc,four,0.184906,idi,0.521429,0.609524,0.96875,0.033333,0.142857,0.583333,0.526316,0.069013,0
0.136126,toyota,diesel,std,four,hatchback,fwd,front,0.265306,0.376119,0.341667,0.416667,0.305275,ohc,four,0.184906,idi,0.521429,0.609524,0.96875,0.033333,0.142857,0.694444,0.815789,0.066283,0
0.136126,toyota,gas,std,four,sedan,fwd,front,0.265306,0.376119,0.341667,0.433333,0.235066,ohc,four,0.139623,2bbl,0.464286,0.457143,0.125,0.091667,0.265306,0.694444,0.815789,0.065041,0
0.136126,toyota,gas,std,four,hatchback,fwd,front,0.265306,0.376119,0.341667,0.416667,0.245927,ohc,four,0.139623,2bbl,0.464286,0.457143,0.125,0.091667,0.265306,0.416667,0.473684,0.080433,0
0.136126,toyota,gas,std,four,sedan,fwd,front,0.265306,0.376119,0.341667,0.416667,0.252909,ohc,four,0.139623,2bbl,0.464286,0.457143,0.125,0.091667,0.265306,0.416667,0.473684,0.102775,0
0.539267,toyota,gas,std,two,sedan,rwd,front,0.230321,0.41194,0.308333,0.4,0.264158,ohc,four,0.139623,2bbl,0.464286,0.457143,0.125,0.091667,0.265306,0.444444,0.473684,0.072985,1
0.539267,toyota,gas,std,two,hatchback,rwd,front,0.230321,0.41194,0.308333,0.4,0.277735,ohc,four,0.139623,2bbl,0.464286,0.457143,0.125,0.091667,0.265306,0.444444,0.473684,0.077454,1
0.539267,toyota,gas,std,two,sedan,rwd,front,0.230321,0.41194,0.308333,0.4,0.301396,dohc,four,0.139623,mpfi,0.5,0.480952,0.15,0.266667,1,0.361111,0.342105,0.103768,1
0.539267,toyota,gas,std,two,hatchback,rwd,front,0.230321,0.41194,0.308333,0.4,0.314973,dohc,four,0.139623,mpfi,0.5,0.480952,0.15,0.266667,1,0.361111,0.342105,0.109726,1
0.361257,toyota,gas,std,two,hardtop,rwd,front,0.344023,0.523881,0.441667,0.35,0.408068,ohc,four,0.320755,mpfi,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.082692,2
0.361257,toyota,gas,std,two,hardtop,rwd,front,0.344023,0.523881,0.441667,0.35,0.406517,ohc,four,0.320755,mpfi,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.112234,2
0.361257,toyota,gas,std,two,hatchback,rwd,front,0.344023,0.523881,0.441667,0.35,0.412335,ohc,four,0.320755,mpfi,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.120922,2
0.361257,toyota,gas,std,two,hardtop,rwd,front,0.344023,0.523881,0.441667,0.35,0.461986,ohc,four,0.320755,mpfi,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.150961,2
0.361257,toyota,gas,std,two,hatchback,rwd,front,0.344023,0.523881,0.441667,0.35,0.475562,ohc,four,0.320755,mpfi,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.159649,2
0.361257,toyota,gas,std,two,convertible,rwd,front,0.344023,0.523881,0.441667,0.433333,0.576804,ohc,four,0.320755,mpfi,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.311578,2
0,toyota,gas,std,four,sedan,fwd,front,0.460641,0.514925,0.516667,0.591667,0.325058,ohc,four,0.230189,mpfi,0.55,0.7,0.10625,0.183333,0.020408,0.444444,0.473684,0.09508,-1
0,toyota,diesel,turbo,four,sedan,fwd,front,0.460641,0.514925,0.516667,0.591667,0.384794,ohc,four,0.184906,idi,0.521429,0.609524,0.96875,0.104167,0.142857,0.472222,0.447368,0.138523,-1
0,toyota,gas,std,four,hatchback,fwd,front,0.460641,0.514925,0.516667,0.508333,0.359193,ohc,four,0.230189,mpfi,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,0.120898,-1
0,toyota,gas,std,four,sedan,fwd,front,0.460641,0.514925,0.516667,0.591667,0.359193,ohc,four,0.230189,mpfi,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,0.143488,-1
0,toyota,gas,std,four,hatchback,fwd,front,0.460641,0.514925,0.516667,0.508333,0.376261,ohc,four,0.230189,mpfi,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,0.152177,-1
0.691099,toyota,gas,std,two,hatchback,rwd,front,0.475219,0.632836,0.616667,0.35,0.577192,dohc,six,0.415094,mpfi,0.521429,0.609524,0.14375,0.470833,0.428571,0.194444,0.210526,0.283998,3
0.691099,toyota,gas,std,two,hatchback,rwd,front,0.475219,0.632836,0.616667,0.35,0.592708,dohc,six,0.415094,mpfi,0.521429,0.609524,0.14375,0.470833,0.428571,0.166667,0.210526,0.270096,3
0.13089,toyota,gas,std,four,sedan,rwd,front,0.521866,0.697015,0.516667,0.525,0.637316,dohc,six,0.415094,mpfi,0.521429,0.609524,0.1375,0.45,0.428571,0.194444,0.210526,0.26245,-1
?,toyota,gas,std,four,wagon,rwd,front,0.521866,0.697015,0.516667,0.525,0.645074,dohc,six,0.377358,mpfi,0.521429,0.609524,0.1375,0.45,0.428571,0.166667,0.210526,0.263939,-1
0.298429,volkswagen,diesel,std,two,sedan,fwd,front,0.311953,0.456716,0.433333,0.658333,0.299845,ohc,four,0.135849,idi,0.335714,0.633333,1,0.016667,0.265306,0.666667,0.789474,0.06596,2
0.298429,volkswagen,gas,std,two,sedan,fwd,front,0.311953,0.456716,0.433333,0.658333,0.279674,ohc,four,0.181132,mpfi,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,0.070925,2
0.151832,volkswagen,diesel,std,four,sedan,fwd,front,0.311953,0.456716,0.433333,0.658333,0.301009,ohc,four,0.135849,idi,0.335714,0.633333,1,0.016667,0.265306,0.666667,0.789474,0.071421,2
0.151832,volkswagen,gas,std,four,sedan,fwd,front,0.311953,0.456716,0.433333,0.658333,0.280838,ohc,four,0.181132,mpfi,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,0.076386,2
0.151832,volkswagen,gas,std,four,sedan,fwd,front,0.311953,0.456716,0.433333,0.658333,0.305275,ohc,four,0.181132,mpfi,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,0.083834,2
0.151832,volkswagen,diesel,turbo,four,sedan,fwd,front,0.311953,0.456716,0.433333,0.658333,0.322343,ohc,four,0.135849,idi,0.335714,0.633333,1,0.083333,0.142857,0.666667,0.684211,0.108659,2
0.151832,volkswagen,gas,std,four,sedan,fwd,front,0.311953,0.456716,0.433333,0.658333,0.314973,ohc,four,0.181132,mpfi,0.464286,0.633333,0.1875,0.216667,0.55102,0.361111,0.421053,0.121071,2
?,volkswagen,gas,std,two,convertible,fwd,front,0.230321,0.271642,0.325,0.65,0.29713,ohc,four,0.181132,mpfi,0.464286,0.633333,0.09375,0.175,0.55102,0.305556,0.342105,0.160791,3
1,volkswagen,gas,std,two,hatchback,fwd,front,0.230321,0.367164,0.308333,0.3,0.284329,ohc,four,0.181132,mpfi,0.464286,0.633333,0.09375,0.175,0.55102,0.305556,0.342105,0.120699,3
?,volkswagen,gas,std,four,sedan,fwd,front,0.402332,0.583582,0.55,0.608333,0.455004,ohc,five,0.283019,mpfi,0.464286,0.633333,0.09375,0.258333,0.55102,0.166667,0.210526,0.202994,0
?,volkswagen,diesel,turbo,four,sedan,fwd,front,0.402332,0.583582,0.55,0.608333,0.423196,ohc,four,0.135849,idi,0.335714,0.633333,1,0.083333,0.142857,0.555556,0.578947,0.216648,0
?,volkswagen,gas,std,four,wagon,fwd,front,0.402332,0.626866,0.55,0.608333,0.41699,ohc,four,0.181132,mpfi,0.464286,0.633333,0.125,0.166667,0.55102,0.333333,0.394737,0.178045,0
0.198953,volvo,gas,std,four,sedan,rwd,front,0.516035,0.71194,0.575,0.7,0.552366,ohc,four,0.301887,mpfi,0.885714,0.514286,0.15625,0.275,0.510204,0.277778,0.315789,0.194181,-2
0.04712,volvo,gas,std,four,wagon,rwd,front,0.516035,0.71194,0.575,0.808333,0.59969,ohc,four,0.301887,mpfi,0.885714,0.514286,0.15625,0.275,0.510204,0.277778,0.315789,0.205973,-1
0.198953,volvo,gas,std,four,sedan,rwd,front,0.516035,0.71194,0.575,0.7,0.561288,ohc,four,0.301887,mpfi,0.885714,0.514286,0.15625,0.275,0.510204,0.305556,0.315789,0.269773,-2
0.04712,volvo,gas,std,four,wagon,rwd,front,0.516035,0.71194,0.575,0.808333,0.602793,ohc,four,0.301887,mpfi,0.885714,0.514286,0.15625,0.275,0.510204,0.305556,0.315789,0.28293,-1
0.198953,volvo,gas,turbo,four,sedan,rwd,front,0.516035,0.71194,0.575,0.7,0.603957,ohc,four,0.260377,mpfi,0.771429,0.514286,0.03125,0.475,0.387755,0.111111,0.157895,0.330222,-2
0.04712,volvo,gas,turbo,four,wagon,rwd,front,0.516035,0.71194,0.575,0.808333,0.647401,ohc,four,0.260377,mpfi,0.771429,0.514286,0.03125,0.475,0.387755,0.111111,0.157895,0.343379,-1
0.157068,volvo,gas,std,four,sedan,rwd,front,0.655977,0.71194,0.716667,0.641667,0.567882,ohc,four,0.301887,mpfi,0.885714,0.514286,0.15625,0.275,0.510204,0.277778,0.315789,0.291123,-1
0.157068,volvo,gas,turbo,four,sedan,rwd,front,0.655977,0.71194,0.708333,0.641667,0.605508,ohc,four,0.301887,mpfi,0.885714,0.514286,0.10625,0.466667,0.469388,0.166667,0.236842,0.345738,-1
0.157068,volvo,gas,std,four,sedan,rwd,front,0.655977,0.71194,0.716667,0.641667,0.591156,ohcv,six,0.422642,mpfi,0.742857,0.380952,0.1125,0.358333,0.55102,0.138889,0.184211,0.406311,-1
0.157068,volvo,diesel,turbo,four,sedan,rwd,front,0.655977,0.71194,0.716667,0.641667,0.670675,ohc,six,0.316981,idi,0.335714,0.633333,1,0.241667,0.265306,0.361111,0.289474,0.430763,-1
0.157068,volvo,gas,turbo,four,sedan,rwd,front,0.655977,0.71194,0.716667,0.641667,0.610551,ohc,four,0.301887,mpfi,0.885714,0.514286,0.15625,0.275,0.510204,0.166667,0.236842,0.434611,-1
